symbol,expiration,strike,right,lot,dte,undId,undPrice,lo52,hi52,Fall,Rise,Std,loStd,hiStd,optId,optPrice,margin,rom,remqty,expPrice,expRom,qty
BSOFT,20190530,70.0,P,2250,16,56985099,84.35,83.0,195.975,75.67499999999998,30.724999999999994,6.610005880055997,71.12998823988801,104.18001764016799,355558731,0.05,36885.93999999948,0.0695768157189443,3,0.7,0.9740754200652202,1
BSOFT,20190530,65.0,P,2250,16,56985099,84.35,83.0,195.975,75.67499999999998,30.724999999999994,6.610005880055997,71.12998823988801,104.18001764016799,359185209,0.45,36885.93999999948,0.6261913414704987,3,0.7,0.9740754200652202,1
CANBK,20190627,195.0,P,2000,44,56985302,243.4,204.85,401.55,159.45,92.30000000000001,24.0141898548766,195.3716202902468,315.4425695646298,359513101,2.75,91687.5,0.49761417859577367,2,5.55,1.0042758877114706,1
CANBK,20190530,200.0,P,2000,16,56985302,243.4,204.85,401.55,98.5,77.75,14.38085927537936,214.63828144924128,286.5425778261381,359512437,2.4,91687.5,1.1942740286298568,2,2.4499999999999997,1.2191547375596452,1
CANBK,20190530,195.0,P,2000,16,56985302,243.4,204.85,401.55,98.5,77.75,14.38085927537936,214.63828144924128,286.5425778261381,359512934,0.4,91687.5,0.19904567143830948,2,2.0,0.9952283571915475,1
CANFINHOM,20190627,210.0,P,1800,44,291955611,309.2,217.1,557.5,198.3,152.25,38.66112925382652,231.87774149234696,425.1833877614796,359209465,0.2,103949.54999999888,0.028728971278506432,2,6.95,0.9983317519280986,1
CASTROLIN,20190627,125.0,P,3400,44,146063895,144.4,135.0,213.95,52.349999999999994,42.14999999999998,8.796677904741266,126.80664419051747,170.7900337142238,359237856,0.2,89749.77999999933,0.0628515088383407,3,3.2,1.005624141413451,1
CASTROLIN,20190627,122.5,P,3400,44,146063895,144.4,135.0,213.95,52.349999999999994,42.14999999999998,8.796677904741266,126.80664419051747,170.7900337142238,359237849,0.1,89749.77999999933,0.03142575441917035,3,3.2,1.005624141413451,1
CASTROLIN,20190530,125.0,P,3400,16,146063895,144.4,135.0,213.95,38.400000000000006,31.0,8.796677904741266,126.80664419051747,170.7900337142238,359237234,0.05,89749.77999999933,0.04321041232635923,3,1.15,0.9938394835062622,1
CENTURYTE,20190530,640.0,P,600,16,56985354,896.3,705.65,1471.05,345.5000000000001,197.85000000000002,27.9564030009227,840.3871939981545,980.1692090027681,359226586,0.9,99298.71999999881,0.12405749036845741,2,7.25,0.9993520057459068,1
CENTURYTE,20190530,620.0,P,600,16,56985354,896.3,705.65,1471.05,345.5000000000001,197.85000000000002,27.9564030009227,840.3871939981545,980.1692090027681,359226576,1.05,99298.71999999881,0.1447337387632003,2,7.25,0.9993520057459068,1
CENTURYTE,20190530,600.0,P,600,16,56985354,896.3,705.65,1471.05,345.5000000000001,197.85000000000002,27.9564030009227,840.3871939981545,980.1692090027681,359226571,1.05,99298.71999999881,0.1447337387632003,2,7.25,0.9993520057459068,1
CESC,20190627,600.0,P,550,44,56985359,654.35,622.025,922.875,228.9749999999999,195.35000000000002,26.161500866811235,602.0269982663775,732.8345026004338,359239058,7.65,66588.88999999873,0.5241583843791459,3,14.6,1.0003545636517033,1
CESC,20190627,590.0,P,550,44,56985359,654.35,622.025,922.875,228.9749999999999,195.35000000000002,26.161500866811235,602.0269982663775,732.8345026004338,359239049,5.75,66588.88999999873,0.39397525623269136,3,14.6,1.0003545636517033,1
CESC,20190530,600.0,P,550,16,56985359,654.35,622.025,922.875,184.72500000000002,148.67499999999995,26.161500866811235,602.0269982663775,732.8345026004338,359238288,1.95,66588.88999999873,0.3674247498344013,3,5.3,0.9986416277550394,1
CGPOWER,20190627,20.0,P,12000,44,56985479,35.2,20.35,99.15,38.05,27.0,4.904870847974503,25.390258304050995,49.91461254392351,359198900,0.1,185391.16000000015,0.05369482263634063,3,1.85,0.9933542187723016,1
CGPOWER,20190627,17.5,P,12000,44,56985479,35.2,20.35,99.15,38.05,27.0,4.904870847974503,25.390258304050995,49.91461254392351,359198895,0.05,185391.16000000015,0.026847411318170315,3,1.85,0.9933542187723016,1
CHOLAFIN,20190530,1020.0,P,500,16,56985332,1247.8,1038.0,1760.05,392.54999999999995,327.0,82.53673329948296,1082.726533401034,1495.4101998984488,362046520,0.3,114948.99000000022,0.029768639115489343,2,10.1,1.0022108502214746,1
CHOLAFIN,20190530,1000.0,P,500,16,56985332,1247.8,1038.0,1760.05,392.54999999999995,327.0,82.53673329948296,1082.726533401034,1495.4101998984488,359508446,0.1,114948.99000000022,0.009922879705163114,2,10.1,1.0022108502214746,1
CHOLAFIN,20190530,950.0,P,500,16,56985332,1247.8,1038.0,1760.05,392.54999999999995,327.0,82.53673329948296,1082.726533401034,1495.4101998984488,359508436,0.05,114948.99000000022,0.004961439852581557,2,10.1,1.0022108502214746,1
CIPLA,20190530,480.0,P,1000,16,44652139,546.7,483.8,678.4,127.64999999999998,105.14999999999998,16.552347822155248,513.5953043556896,596.3570434664658,355566672,2.65,336424.7599999998,0.17969285316574216,2,14.75,1.0001772015829045,1
CIPLA,20190530,475.0,P,1000,16,44652139,546.7,483.8,678.4,127.64999999999998,105.14999999999998,16.552347822155248,513.5953043556896,596.3570434664658,359234351,2.2,336424.7599999998,0.14917897243948405,2,14.75,1.0001772015829045,1
CIPLA,20190530,470.0,P,1000,16,44652139,546.7,483.8,678.4,127.64999999999998,105.14999999999998,16.552347822155248,513.5953043556896,596.3570434664658,355566667,1.85,336424.7599999998,0.12544595409683887,2,14.75,1.0001772015829045,1
COALINDIA,20190530,205.0,P,2200,16,80626626,242.1,211.4,316.85,49.14999999999998,49.0,7.429583069377128,227.24083386124573,264.3887492081314,355578504,0.35,99300.84999999963,0.17689299739126163,2,2.0,1.0108171279500666,1
COALINDIA,20190530,200.0,P,2200,16,80626626,242.1,211.4,316.85,49.14999999999998,49.0,7.429583069377128,227.24083386124573,264.3887492081314,355578498,0.2,99300.84999999963,0.10108171279500668,2,2.0,1.0108171279500666,1
COALINDIA,20190530,195.0,P,2200,16,80626626,242.1,211.4,316.85,49.14999999999998,49.0,7.429583069377128,227.24083386124573,264.3887492081314,355578488,0.15,99300.84999999963,0.07581128459625501,2,2.0,1.0108171279500666,1
